ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService
48	d	39750124	30485116	0	0	0	0	5000
123	c	39747098	30475236	11	0	120	1302	1377
124	c	39747138	30471867	10	0	120	1183	1262
73	c	39747617	30474902	19	0	180	1451	1501
74	c	39747131	30474621	7	0	120	891	977
75	c	39747236	30473853	11	0	120	424	487
76	c	39747376	30473919	5	0	120	65	112
77	c	39747091	30474708	18	0	120	1338	1401
78	c	39747094	30474492	12	0	120	155	230
79	c	39747237	30473743	8	0	120	1407	1483
80	c	39747092	30474594	18	0	120	468	548
81	c	39747091	30474708	12	0	240	757	837
82	c	39747101	30476045	10	0	120	693	746
11	c	39751078	30491364	20	0	120	1341	1393
12	c	39751132	30491299	11	0	120	1362	1437
33	c	39751610	30487475	14	0	180	1622	1668
36	c	39751436	30485759	15	0	180	166	221
37B	c	39751355	30484827	15	0	180	1476	1540
37A	c	39751335	30484563	18	0	180	1308	1394
40	c	39751745	30482277	14	0	120	100	151
41	c	39751122	30481994	14	0	180	366	427
42C	c	39751074	30480695	5	0	240	996	1064
42A	c	39751097	30481668	11	0	240	1446	1524
43A	c	39751072	30479930	10	0	180	412	487
43B	c	39751072	30479666	14	0	180	1479	1532
44	c	39751059	30477202	7	0	120	853	929
46	c	39751358	30485299	19	0	180	1459	1531
47	c	39751337	30485070	15	0	180	1037	1102
49	c	39751162	30483036	10	0	120	257	303
55	c	39751013	30476982	9	0	120	613	677
6	c	39751267	30489180	15	0	180	382	433
72	c	39747793	30474899	0	20	180	1313	1374
61B	c	39749062	30476333	0	11	180	503	558
22A	c	39750725	30489306	0	20	240	1328	1413
45	c	39750728	30486316	0	13	180	186	255
60B/2	c	39749234	30474840	0	9	240	294	373
8	c	39751388	30493135	0	8	120	1138	1224
29	c	39753082	30485329	0	5	120	445	506
7	c	39751035	30489245	0	5	120	1183	1262
35	c	39752418	30485774	0	14	120	628	700
9	c	39751299	30491815	0	13	120	153	235
23	c	39750602	30490429	0	18	120	416	495
69	c	39747988	30474900	0	17	180	762	841
17	c	39749178	30489155	0	9	180	521	587
153	c	39750033	30481107	0	11	180	752	823
57	c	39749750	30476333	0	6	180	1158	1205
25	c	39752493	30488382	0	11	120	689	768
61A/2	c	39749131	30476333	0	11	240	1304	1366
61A/1	c	39749131	30476333	0	10	180	276	320
59	c	39750375	30474471	0	5	120	969	1051
62	c	39748424	30474837	0	11	120	1392	1471
38	c	39752887	30483711	0	18	120	1694	1770
58/2	c	39749819	30476332	0	17	240	1155	1226
88	c	39743705	30469487	0	8	240	85	165
152	c	39750142	30481110	0	17	180	1143	1227
113	c	39753067	30493342	0	7	100	1396	1468
65	c	39748201	30476327	0	8	120	1649	1731
28	c	39753087	30485595	0	14	240	1175	1248
64	c	39748436	30476328	0	10	120	1567	1647
54	c	39750416	30478088	0	8	120	124	184
125	c	39752357	30493098	0	11	120	1213	1291
cs1	cs	39744075	30469333	0	0	0	0	5000
cs2	cs	39748305	30477105	0	0	0	0	5000
cs3	cs	39746605	30474623	0	0	0	0	5000
cs4	cs	39753933	30484572	0	0	0	0	5000
cs5	cs	39751670	30480422	0	0	0	0	5000
cs6	cs	39751182	30487697	0	0	0	0	5000
cs7	cs	39752908	30489350	0	0	0	0	5000
cs8	cs	39750889	30492715	0	0	0	0	5000
cs9	cs	39750132	30474637	0	0	0	0	5000
cs10	cs	39749569	30482477	0	0	0	0	5000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/
