ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService
48	d	39750124	30485116	0	0	0	0	7000
8	c	39751388	30493135	8	0	120	138	6035
28	c	39753087	30485595	14	0	240	732	6621
62	c	39748424	30474837	11	0	120	227	6336
60B/2	c	39749234	30474840	9	0	240	21	5969
47	c	39751337	30485070	15	0	180	152	6764
81	c	39747091	30474708	12	0	240	895	6519
19	c	39748356	30488971	16	0	120	74	6515
115	c	39752371	30490191	8	0	180	459	6815
37A	c	39751335	30484563	18	0	180	338	6399
114	c	39753050	30492420	7	0	120	12	6735
117	c	39749351	30491168	20	0	120	520	6024
43C	c	39752207	30479961	8	0	120	239	6713
12	c	39751132	30491299	11	0	120	411	6697
64	c	39748436	30476328	10	0	120	428	6768
22C	c	39749469	30489109	7	0	180	205	6056
37B	c	39751355	30484827	15	0	180	371	6329
63	c	39748436	30474896	18	0	180	825	6980
50	c	39749712	30483948	7	0	120	53	6644
58/1	c	39749819	30476332	18	0	180	217	6159
56	c	39749427	30476711	17	0	180	510	6039
87	c	39745797	30473663	13	0	120	379	6905
21	c	39749471	30489002	20	0	180	409	6425
119	c	39752968	30486318	17	0	120	709	5826
59	c	39750375	30474471	5	0	120	732	6722
66	c	39748210	30474900	17	0	180	113	6077
88	c	39743705	30469487	8	0	240	146	6560
46	c	39751358	30485299	19	0	180	336	6852
42A	c	39751097	30481668	11	0	240	19	5963
22E	c	39749475	30489244	16	0	180	711	6865
55	c	39751013	30476982	9	0	120	684	5983
70	c	39747980	30476323	8	0	120	891	6184
41	c	39751122	30481994	14	0	180	624	6650
13	c	39750779	30491320	12	0	120	610	6652
22B	c	39749472	30489346	9	0	180	393	5999
33	c	39751610	30487475	14	0	180	554	6557
73	c	39747617	30474902	19	0	180	644	6160
153	c	39750033	30481107	11	0	180	706	6299
84	c	39746294	30476519	14	0	120	152	6652
39	c	39752233	30483391	5	0	120	63	6449
24	c	39750821	30488751	20	0	120	571	6523
22A	c	39750725	30489306	20	0	240	499	6968
42B	c	39752379	30481190	11	0	120	627	6768
78	c	39747094	30474492	12	0	120	218	6783
83	c	39746378	30476496	11	0	120	160	6915
34	c	39752970	30487338	13	0	240	407	6213
85	c	39746346	30476281	7	0	120	302	6420
121	c	39749195	30474898	8	0	100	657	5901
11	c	39751078	30491364	20	0	120	654	5907
30	c	39753104	30484268	5	0	120	826	6045
79	c	39747237	30473743	8	0	120	600	6112
20	c	39749416	30489487	0	19	180	536	6880
25	c	39752493	30488382	0	11	120	194	6989
6	c	39751267	30489180	0	15	180	432	6149
40	c	39751745	30482277	0	14	120	311	6541
65	c	39748201	30476327	0	8	120	40	6664
72	c	39747793	30474899	0	20	180	740	6117
36	c	39751436	30485759	0	15	180	530	6781
122	c	39749195	30476336	0	9	100	330	5922
76	c	39747376	30473919	0	5	120	648	6162
16	c	39749308	30491449	0	13	120	142	6626
152	c	39750142	30481110	0	17	180	612	6131
26	c	39753624	30489987	0	5	120	543	6753
52	c	39748937	30480167	0	16	120	572	6137
23	c	39750602	30490429	0	18	120	518	6160
32	c	39752539	30488116	0	19	180	106	6734
45	c	39750728	30486316	0	13	180	578	6403
58/2	c	39749819	30476332	0	17	240	827	5853
61A/2	c	39749131	30476333	0	11	240	769	6950
53	c	39750733	30480165	0	14	120	155	6908
71	c	39747743	30476326	0	17	120	605	5899
31	c	39752950	30483109	0	7	120	809	6986
1	c	39752498	30490950	0	10	120	223	6085
17	c	39749178	30489155	0	9	180	890	6311
43B	c	39751072	30479666	0	14	180	340	6691
49	c	39751162	30483036	0	10	120	412	6714
42C	c	39751074	30480695	0	5	240	430	6523
120	c	39750087	30485560	0	20	120	87	5881
5	c	39753051	30492640	0	13	120	322	5943
44	c	39751059	30477202	0	7	120	691	6991
51	c	39749598	30481872	0	6	120	854	6797
10	c	39750316	30491958	0	19	120	146	5827
68	c	39747973	30474841	0	19	120	313	5969
60B/1	c	39749234	30474840	0	9	180	831	6580
77	c	39747091	30474708	0	18	120	70	6908
7	c	39751035	30489245	0	5	120	840	6953
22D	c	39750718	30488967	0	18	240	633	6579
43A	c	39751072	30479930	0	10	180	293	6551
29	c	39753082	30485329	0	5	120	81	6301
116	c	39753847	30488222	0	15	100	493	5833
74	c	39747131	30474621	0	7	120	820	6280
3	c	39752214	30489639	0	8	120	591	6171
60A/1	c	39749362	30474844	0	18	180	233	6614
154	c	39750448	30478030	0	19	240	396	6603
60A/2	c	39749362	30474844	0	15	240	89	6028
27	c	39753097	30486867	0	7	120	235	6900
125	c	39752357	30493098	0	11	120	656	6514
86	c	39746245	30476286	0	17	120	526	6741
15	c	39750023	30491363	0	10	120	616	6839
69	c	39747988	30474900	0	17	180	230	6431
113	c	39753067	30493342	0	7	100	193	6146
cs1	cs	39744075	30469333	0	0	0	0	7000
cs2	cs	39748305	30477105	0	0	0	0	7000
cs3	cs	39746605	30474623	0	0	0	0	7000
cs4	cs	39753933	30484572	0	0	0	0	7000
cs5	cs	39751670	30480422	0	0	0	0	7000
cs6	cs	39751182	30487697	0	0	0	0	7000
cs7	cs	39752908	30489350	0	0	0	0	7000
cs8	cs	39750889	30492715	0	0	0	0	7000
cs9	cs	39750132	30474637	0	0	0	0	7000
cs10	cs	39749569	30482477	0	0	0	0	7000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/
