instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far,current_load,capacity
ESOGU_C100_TW2.txt,0,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1,292.0,350.0
ESOGU_C100_TW2.txt,0,travel,48,47,c,39751337.0,30485070.0,0.0,0.8797777777777778,0.6,0.5904984,0.31672,0.8797777777777778,0.0,0.0,0.0,0.0,0,1,292.0,350.0
ESOGU_C100_TW2.txt,0,service,47,47,c,39751337.0,30485070.0,142.0,142.0,0.5904984,0.5904984,0.0,0.0,141.12022222222222,3.0,0.0,0.0,0,1,277.0,350.0
ESOGU_C100_TW2.txt,0,travel,47,154,c,39750448.0,30478030.0,145.0,147.27672222222222,0.5904984,0.5659098,0.81962,2.276722222222222,0.0,0.0,0.0,0.0,0,1,277.0,350.0
ESOGU_C100_TW2.txt,0,service,154,154,c,39750448.0,30478030.0,530.0,530.0,0.5659098,0.5659098,0.0,0.0,382.72327777777775,4.0,0.0,0.0,0,1,296.0,350.0
ESOGU_C100_TW2.txt,0,travel,154,152,c,39750142.0,30481110.0,534.0,535.2845,0.5659098,0.5520372,0.46242,1.2845,0.0,0.0,0.0,0.0,0,1,296.0,350.0
ESOGU_C100_TW2.txt,0,service,152,152,c,39750142.0,30481110.0,535.2845,535.2845,0.5520372,0.5520372,0.0,0.0,0.0,3.0,0.0,0.0,0,1,279.0,350.0
ESOGU_C100_TW2.txt,0,travel,152,1,c,39752498.0,30490950.0,538.2845,541.5049722222222,0.5520372,0.5172561,1.1593699999999998,3.220472222222221,0.0,0.0,0.0,0.0,0,1,279.0,350.0
ESOGU_C100_TW2.txt,0,service,1,1,c,39752498.0,30490950.0,541.5049722222222,541.5049722222222,0.5172561,0.5172561,0.0,0.0,0.0,2.0,0.0,0.0,0,1,289.0,350.0
ESOGU_C100_TW2.txt,0,travel,1,56,c,39749427.0,30476711.0,543.5049722222222,548.3368888888889,0.5172561,0.4650714,1.73949,4.831916666666666,0.0,0.0,0.0,0.0,0,1,289.0,350.0
ESOGU_C100_TW2.txt,0,service,56,56,c,39749427.0,30476711.0,548.3368888888889,548.3368888888889,0.4650714,0.4650714,0.0,0.0,0.0,3.0,0.0,0.0,0,1,306.0,350.0
ESOGU_C100_TW2.txt,0,travel,56,9,c,39751299.0,30491815.0,551.3368888888889,556.7171666666667,0.4650714,0.4069644,1.9369,5.380277777777778,0.0,0.0,0.0,0.0,0,1,306.0,350.0
ESOGU_C100_TW2.txt,0,service,9,9,c,39751299.0,30491815.0,556.7171666666667,556.7171666666667,0.4069644,0.4069644,0.0,0.0,0.0,2.0,0.0,0.0,0,1,293.0,350.0
ESOGU_C100_TW2.txt,0,travel,9,8,c,39751388.0,30493135.0,558.7171666666667,560.15525,0.4069644,0.3914331,0.51771,1.4380833333333334,0.0,0.0,0.0,0.0,0,1,293.0,350.0
ESOGU_C100_TW2.txt,0,service,8,8,c,39751388.0,30493135.0,720.0,720.0,0.3914331,0.3914331,0.0,0.0,159.84474999999998,2.0,0.0,0.0,0,1,285.0,350.0
ESOGU_C100_TW2.txt,0,travel,8,50,c,39749712.0,30483948.0,722.0,724.7311388888888,0.3914331,0.3619368,0.98321,2.731138888888889,0.0,0.0,0.0,0.0,0,1,285.0,350.0
ESOGU_C100_TW2.txt,0,service,50,50,c,39749712.0,30483948.0,724.7311388888888,724.7311388888888,0.3619368,0.3619368,0.0,0.0,0.0,2.0,0.0,0.0,0,1,278.0,350.0
ESOGU_C100_TW2.txt,0,travel,50,66,c,39748210.0,30474900.0,726.7311388888888,729.7929444444444,0.3619368,0.32886930000000003,1.10225,3.061805555555555,0.0,0.0,0.0,0.0,0,1,278.0,350.0
ESOGU_C100_TW2.txt,0,service,66,66,c,39748210.0,30474900.0,729.7929444444444,729.7929444444444,0.32886930000000003,0.32886930000000003,0.0,0.0,0.0,3.0,0.0,0.0,0,1,261.0,350.0
ESOGU_C100_TW2.txt,0,travel,66,44,c,39751059.0,30477202.0,732.7929444444444,734.24875,0.32886930000000003,0.31314660000000005,0.5240900000000001,1.4558055555555556,0.0,0.0,0.0,0.0,0,1,261.0,350.0
ESOGU_C100_TW2.txt,0,service,44,44,c,39751059.0,30477202.0,734.24875,734.24875,0.31314660000000005,0.31314660000000005,0.0,0.0,0.0,2.0,0.0,0.0,0,1,254.0,350.0
ESOGU_C100_TW2.txt,0,travel,44,13,c,39750779.0,30491320.0,736.24875,740.9003055555555,0.31314660000000005,0.2629098000000001,1.67456,4.651555555555555,0.0,0.0,0.0,0.0,0,1,254.0,350.0
