instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far
ESOGU_C20_TW2.txt,0,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,48,56,c,39749427.0,30476711.0,0.0,3.1840833333333327,0.6,0.5656119,1.14627,3.1840833333333327,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,56,56,c,39749427.0,30476711.0,338.0,338.0,0.5656119,0.5656119,0.0,0.0,334.8159166666667,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,56,122,c,39749195.0,30476336.0,341.0,341.2341666666667,0.5656119,0.5630828999999999,0.0843,0.23416666666666666,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,122,122,c,39749195.0,30476336.0,341.2341666666667,341.2341666666667,0.5630828999999999,0.5630828999999999,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,122,61A_2,c,39749131.0,30476333.0,342.90083333333337,342.9310555555556,0.5630828999999999,0.5627565,0.01088,0.03022222222222222,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,61A_2,61A_2,c,39749131.0,30476333.0,342.9310555555556,342.9310555555556,0.5627565,0.5627565,0.0,0.0,0.0,4.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,61A_2,60A_2,c,39749362.0,30474844.0,346.9310555555556,347.96502777777783,0.5627565,0.5515896,0.37223,1.0339722222222223,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,60A_2,60A_2,c,39749362.0,30474844.0,347.96502777777783,347.96502777777783,0.5515896,0.5515896,0.0,0.0,0.0,4.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,60A_2,60A_1,c,39749362.0,30474844.0,351.96502777777783,351.96502777777783,0.5515896,0.5515896,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,60A_1,60A_1,c,39749362.0,30474844.0,351.96502777777783,351.96502777777783,0.5515896,0.5515896,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,60A_1,60B_1,c,39749234.0,30474840.0,354.96502777777783,355.01188888888896,0.5515896,0.5510835000000001,0.01687,0.04686111111111111,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,60B_1,60B_1,c,39749234.0,30474840.0,469.0,469.0,0.5510835000000001,0.5510835000000001,0.0,0.0,113.98811111111104,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,60B_1,60B_2,c,39749234.0,30474840.0,472.0,472.0,0.5510835000000001,0.5510835000000001,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,60B_2,60B_2,c,39749234.0,30474840.0,624.0,624.0,0.5510835000000001,0.5510835000000001,0.0,0.0,152.0,4.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,60B_2,121,c,39749195.0,30474898.0,628.0,628.06125,0.5510835000000001,0.5504220000000001,0.02205,0.06124999999999999,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,121,121,c,39749195.0,30474898.0,628.06125,628.06125,0.5504220000000001,0.5504220000000001,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,121,61A_1,c,39749131.0,30476333.0,629.7279166666666,630.6813333333332,0.5504220000000001,0.5401251,0.34323000000000004,0.9534166666666667,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,61A_1,61A_1,c,39749131.0,30476333.0,740.0,740.0,0.5401251,0.5401251,0.0,0.0,109.31866666666679,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,61A_1,61B,c,39749062.0,30476333.0,743.0,743.0170833333333,0.5401251,0.5399406,0.00615,0.017083333333333332,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,61B,61B,c,39749062.0,30476333.0,743.0170833333333,743.0170833333333,0.5399406,0.5399406,0.0,0.0,0.0,3.0,0.0,0.0,0,1
