instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far,current_load,capacity
ESOGU_C60_TW2.txt,0,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0,1,124.0,350.0
ESOGU_C60_TW2.txt,0,charge,48,CS6,cs,39751182.0,30487697.0,0.0,1.0835833333333331,0.36,0.6,0.39009,1.0835833333333331,0.0,0.0,30.204324,0.24,0,1,124.0,350.0
ESOGU_C60_TW2.txt,0,travel,CS6,76,c,39747376.0,30473919.0,31.287907333333333,35.55165733333333,0.6,0.5539514999999999,1.53495,4.26375,0.0,0.0,0.0,0.0,0,1,124.0,350.0
ESOGU_C60_TW2.txt,0,service,76,76,c,39747376.0,30473919.0,89.0,89.0,0.5539514999999999,0.5539514999999999,0.0,0.0,53.44834266666667,2.0,0.0,0.0,0,1,119.0,350.0
ESOGU_C60_TW2.txt,0,travel,76,52,c,39748937.0,30480167.0,91.0,93.02680555555555,0.5539514999999999,0.5320619999999999,0.72965,2.0268055555555553,0.0,0.0,0.0,0.0,0,1,119.0,350.0
ESOGU_C60_TW2.txt,0,service,52,52,c,39748937.0,30480167.0,709.0,709.0,0.5320619999999999,0.5320619999999999,0.0,0.0,615.9731944444444,2.0,0.0,0.0,0,1,135.0,350.0
ESOGU_C60_TW2.txt,0,travel,52,53,c,39750733.0,30480165.0,711.0,712.2834166666667,0.5320619999999999,0.5182011,0.46203,1.2834166666666664,0.0,0.0,0.0,0.0,0,1,135.0,350.0
ESOGU_C60_TW2.txt,0,service,53,53,c,39750733.0,30480165.0,712.2834166666667,712.2834166666667,0.5182011,0.5182011,0.0,0.0,0.0,2.0,0.0,0.0,0,1,121.0,350.0
ESOGU_C60_TW2.txt,0,travel,53,25,c,39752493.0,30488382.0,714.2834166666667,716.4848333333333,0.5182011,0.49442579999999997,0.7925099999999999,2.2014166666666664,0.0,0.0,0.0,0.0,0,1,121.0,350.0
ESOGU_C60_TW2.txt,0,service,25,25,c,39752493.0,30488382.0,716.4848333333333,716.4848333333333,0.49442579999999997,0.49442579999999997,0.0,0.0,0.0,2.0,0.0,0.0,0,1,110.0,350.0
