instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far,current_load,capacity
ESOGU_R100_TW2.txt,0,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1,279.0,350.0
ESOGU_R100_TW2.txt,0,travel,48,42B,c,39752379.0,30481190.0,0.0,2.0164166666666663,0.6,0.5782227,0.7259099999999999,2.0164166666666663,0.0,0.0,0.0,0.0,0,1,279.0,350.0
ESOGU_R100_TW2.txt,0,service,42B,42B,c,39752379.0,30481190.0,627.0,627.0,0.5782227,0.5782227,0.0,0.0,624.9835833333333,2.0,0.0,0.0,0,1,268.0,350.0
ESOGU_R100_TW2.txt,0,travel,42B,88,c,39743705.0,30469487.0,629.0,633.7979166666667,0.5782227,0.5264052,1.72725,4.797916666666667,0.0,0.0,0.0,0.0,0,1,268.0,350.0
ESOGU_R100_TW2.txt,0,service,88,88,c,39743705.0,30469487.0,633.7979166666667,633.7979166666667,0.5264052,0.5264052,0.0,0.0,0.0,4.0,0.0,0.0,0,1,260.0,350.0
ESOGU_R100_TW2.txt,0,travel,88,86,c,39746245.0,30476286.0,637.7979166666667,641.2163055555556,0.5264052,0.4894866,1.2306199999999998,3.418388888888888,0.0,0.0,0.0,0.0,0,1,260.0,350.0
ESOGU_R100_TW2.txt,0,service,86,86,c,39746245.0,30476286.0,641.2163055555556,641.2163055555556,0.4894866,0.4894866,0.0,0.0,0.0,2.0,0.0,0.0,0,1,277.0,350.0
ESOGU_R100_TW2.txt,0,travel,86,117,c,39749351.0,30491168.0,643.2163055555556,647.5052222222222,0.4894866,0.4431663,1.5440099999999999,4.288916666666666,0.0,0.0,0.0,0.0,0,1,277.0,350.0
ESOGU_R100_TW2.txt,0,service,117,117,c,39749351.0,30491168.0,647.5052222222222,647.5052222222222,0.4431663,0.4431663,0.0,0.0,0.0,2.0,0.0,0.0,0,1,257.0,350.0
ESOGU_R100_TW2.txt,0,travel,117,34,c,39752970.0,30487338.0,649.5052222222222,652.2653333333333,0.4431663,0.41335710000000003,0.99364,2.7601111111111107,0.0,0.0,0.0,0.0,0,1,257.0,350.0
