instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far,current_load,capacity
ESOGU_RC100_TW1.txt,0,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1,92.0,350.0
ESOGU_RC100_TW1.txt,0,travel,48,35,c,39752418.0,30485774.0,0.0,1.4425277777777774,0.6,0.5844207,0.5193099999999999,1.4425277777777774,0.0,0.0,0.0,0.0,0,1,92.0,350.0
ESOGU_RC100_TW1.txt,0,service,35,35,c,39752418.0,30485774.0,448.0,448.0,0.5844207,0.5844207,0.0,0.0,446.5574722222222,2.0,0.0,0.0,0,1,78.0,350.0
ESOGU_RC100_TW1.txt,0,travel,35,30,c,39753104.0,30484268.0,450.0,450.6985833333333,0.5844207,0.576876,0.25149,0.6985833333333332,0.0,0.0,0.0,0.0,0,1,78.0,350.0
ESOGU_RC100_TW1.txt,0,service,30,30,c,39753104.0,30484268.0,684.0,684.0,0.576876,0.576876,0.0,0.0,233.30141666666668,2.0,0.0,0.0,0,1,83.0,350.0
ESOGU_RC100_TW1.txt,0,travel,30,5,c,39753051.0,30492640.0,686.0,688.1151388888889,0.576876,0.5540325,0.7614500000000001,2.1151388888888887,0.0,0.0,0.0,0.0,0,1,83.0,350.0
ESOGU_RC100_TW1.txt,0,service,5,5,c,39753051.0,30492640.0,688.1151388888889,688.1151388888889,0.5540325,0.5540325,0.0,0.0,0.0,2.0,0.0,0.0,0,1,96.0,350.0
ESOGU_RC100_TW1.txt,0,travel,5,37B,c,39751355.0,30484827.0,690.1151388888889,692.7067222222222,0.5540325,0.5260434,0.9329700000000001,2.5915833333333333,0.0,0.0,0.0,0.0,0,1,96.0,350.0
ESOGU_RC100_TW1.txt,0,service,37B,37B,c,39751355.0,30484827.0,764.0,764.0,0.5260434,0.5260434,0.0,0.0,71.2932777777778,3.0,0.0,0.0,0,1,111.0,350.0
ESOGU_RC100_TW1.txt,0,travel,37B,19,c,39748356.0,30488971.0,767.0,769.3772777777777,0.5260434,0.5003688000000001,0.85582,2.3772777777777776,0.0,0.0,0.0,0.0,0,1,111.0,350.0
ESOGU_RC100_TW1.txt,0,service,19,19,c,39748356.0,30488971.0,785.0,785.0,0.5003688000000001,0.5003688000000001,0.0,0.0,15.62272222222225,2.0,0.0,0.0,0,1,127.0,350.0
ESOGU_RC100_TW1.txt,0,travel,19,60B_1,c,39749234.0,30474840.0,787.0,791.5430555555556,0.5003688000000001,0.45130380000000003,1.6355,4.543055555555555,0.0,0.0,0.0,0.0,0,1,127.0,350.0
ESOGU_RC100_TW1.txt,0,service,60B_1,60B_1,c,39749234.0,30474840.0,791.5430555555556,791.5430555555556,0.45130380000000003,0.45130380000000003,0.0,0.0,0.0,3.0,0.0,0.0,0,1,118.0,350.0
ESOGU_RC100_TW1.txt,0,travel,60B_1,12,c,39751132.0,30491299.0,794.5430555555556,800.1448055555556,0.45130380000000003,0.3908049,2.01663,5.60175,0.0,0.0,0.0,0.0,0,1,118.0,350.0
ESOGU_RC100_TW1.txt,0,service,12,12,c,39751132.0,30491299.0,1037.0,1037.0,0.3908049,0.3908049,0.0,0.0,236.85519444444435,2.0,0.0,0.0,0,1,129.0,350.0
ESOGU_RC100_TW1.txt,0,travel,12,70,c,39747980.0,30476323.0,1039.0,1043.7732777777778,0.3908049,0.3392535,1.71838,4.7732777777777775,0.0,0.0,0.0,0.0,0,1,129.0,350.0
ESOGU_RC100_TW1.txt,0,service,70,70,c,39747980.0,30476323.0,1183.0,1183.0,0.3392535,0.3392535,0.0,0.0,139.22672222222218,2.0,0.0,0.0,0,1,137.0,350.0
ESOGU_RC100_TW1.txt,0,travel,70,60A_1,c,39749362.0,30474844.0,1185.0,1186.311222222222,0.3392535,0.3250923,0.47204,1.311222222222222,0.0,0.0,0.0,0.0,0,1,137.0,350.0
ESOGU_RC100_TW1.txt,0,service,60A_1,60A_1,c,39749362.0,30474844.0,1186.311222222222,1186.311222222222,0.3250923,0.3250923,0.0,0.0,0.0,3.0,0.0,0.0,0,1,119.0,350.0
ESOGU_RC100_TW1.txt,0,travel,60A_1,13,c,39750779.0,30491320.0,1189.311222222222,1194.6984166666666,0.3250923,0.2669106,1.9393900000000002,5.387194444444445,0.0,0.0,0.0,0.0,0,1,119.0,350.0
ESOGU_RC100_TW1.txt,0,service,13,13,c,39750779.0,30491320.0,1194.6984166666666,1194.6984166666666,0.2669106,0.2669106,0.0,0.0,0.0,2.0,0.0,0.0,0,1,107.0,350.0
ESOGU_RC100_TW1.txt,0,travel,13,122,c,39749195.0,30476336.0,1196.6984166666666,1201.660111111111,0.2669106,0.2133243,1.78621,4.961694444444444,0.0,0.0,0.0,0.0,0,1,107.0,350.0
ESOGU_RC100_TW1.txt,0,service,122,122,c,39749195.0,30476336.0,1203.0,1203.0,0.2133243,0.2133243,0.0,0.0,1.339888888888936,1.6666666666666667,0.0,0.0,0,1,98.0,350.0
ESOGU_RC100_TW1.txt,0,travel,122,45,c,39750728.0,30486316.0,1204.6666666666667,1208.1846666666668,0.2133243,0.17532989999999998,1.26648,3.518,0.0,0.0,0.0,0.0,0,1,98.0,350.0
ESOGU_RC100_TW1.txt,0,service,45,45,c,39750728.0,30486316.0,1208.1846666666668,1208.1846666666668,0.17532989999999998,0.17532989999999998,0.0,0.0,0.0,3.0,0.0,0.0,0,1,111.0,350.0
ESOGU_RC100_TW1.txt,0,travel,45,10,c,39750316.0,30491958.0,1211.1846666666668,1213.3132777777778,0.17532989999999998,0.15234089999999997,0.7663,2.128611111111111,0.0,0.0,0.0,0.0,0,1,111.0,350.0
ESOGU_RC100_TW1.txt,0,service,10,10,c,39750316.0,30491958.0,1302.0,1302.0,0.15234089999999997,0.15234089999999997,0.0,0.0,88.68672222222222,2.0,0.0,0.0,0,1,92.0,350.0
ESOGU_RC100_TW1.txt,0,travel,10,50,c,39749712.0,30483948.0,1304.0,1306.3727222222221,0.15234089999999997,0.12671549999999998,0.8541799999999999,2.372722222222222,0.0,0.0,0.0,0.0,0,1,92.0,350.0
ESOGU_RC100_TW1.txt,0,service,50,50,c,39749712.0,30483948.0,1338.0,1338.0,0.12671549999999998,0.12671549999999998,0.0,0.0,31.627277777777863,2.0,0.0,0.0,0,1,99.0,350.0
ESOGU_RC100_TW1.txt,0,travel,50,119,c,39752968.0,30486318.0,1340.0,1341.7743888888888,0.12671549999999998,0.10755209999999998,0.63878,1.7743888888888888,0.0,0.0,0.0,0.0,0,1,99.0,350.0
ESOGU_RC100_TW1.txt,0,service,119,119,c,39752968.0,30486318.0,1341.7743888888888,1341.7743888888888,0.10755209999999998,0.10755209999999998,0.0,0.0,0.0,2.0,0.0,0.0,0,1,116.0,350.0
ESOGU_RC100_TW1.txt,0,travel,119,25,c,39752493.0,30488382.0,1343.7743888888888,1344.4401944444444,0.10755209999999998,0.10036139999999999,0.23969,0.6658055555555554,0.0,0.0,0.0,0.0,0,1,116.0,350.0
ESOGU_RC100_TW1.txt,0,service,25,25,c,39752493.0,30488382.0,1402.0,1402.0,0.10036139999999999,0.10036139999999999,0.0,0.0,57.55980555555561,2.0,0.0,0.0,0,1,105.0,350.0
ESOGU_RC100_TW1.txt,0,travel,25,86,c,39746245.0,30476286.0,1404.0,1408.498111111111,0.10036139999999999,0.051781799999999996,1.6193199999999999,4.49811111111111,0.0,0.0,0.0,0.0,0,1,105.0,350.0
