instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far,current_load,capacity
ESOGU_C100_TW1.txt,0,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1,95.0,350.0
ESOGU_C100_TW1.txt,0,travel,48,71,c,39747743.0,30476326.0,0.0,2.640861111111111,0.6,0.5714787,0.95071,2.640861111111111,0.0,0.0,0.0,0.0,0,1,95.0,350.0
ESOGU_C100_TW1.txt,0,service,71,71,c,39747743.0,30476326.0,613.0,613.0,0.5714787,0.5714787,0.0,0.0,610.3591388888889,2.0,0.0,0.0,0,1,112.0,350.0
ESOGU_C100_TW1.txt,0,travel,71,63,c,39748436.0,30474896.0,615.0,615.9045277777777,0.5714787,0.5617098,0.32563,0.9045277777777776,0.0,0.0,0.0,0.0,0,1,112.0,350.0
ESOGU_C100_TW1.txt,0,service,63,63,c,39748436.0,30474896.0,996.0,996.0,0.5617098,0.5617098,0.0,0.0,380.09547222222227,3.0,0.0,0.0,0,1,130.0,350.0
ESOGU_C100_TW1.txt,0,travel,63,31,c,39752950.0,30483109.0,999.0,1002.4660833333334,0.5617098,0.5242761,1.24779,3.466083333333333,0.0,0.0,0.0,0.0,0,1,130.0,350.0
ESOGU_C100_TW1.txt,0,service,31,31,c,39752950.0,30483109.0,1155.0,1155.0,0.5242761,0.5242761,0.0,0.0,152.53391666666664,2.0,0.0,0.0,0,1,137.0,350.0
ESOGU_C100_TW1.txt,0,travel,31,56,c,39749427.0,30476711.0,1157.0,1159.7129166666666,0.5242761,0.49497660000000004,0.97665,2.7129166666666666,0.0,0.0,0.0,0.0,0,1,137.0,350.0
ESOGU_C100_TW1.txt,0,service,56,56,c,39749427.0,30476711.0,1159.7129166666666,1159.7129166666666,0.49497660000000004,0.49497660000000004,0.0,0.0,0.0,3.0,0.0,0.0,0,1,120.0,350.0
ESOGU_C100_TW1.txt,0,travel,56,25,c,39752493.0,30488382.0,1162.7129166666666,1166.4873055555554,0.49497660000000004,0.45421320000000004,1.3587799999999999,3.774388888888888,0.0,0.0,0.0,0.0,0,1,120.0,350.0
ESOGU_C100_TW1.txt,0,service,25,25,c,39752493.0,30488382.0,1402.0,1402.0,0.45421320000000004,0.45421320000000004,0.0,0.0,235.5126944444446,2.0,0.0,0.0,0,1,109.0,350.0
ESOGU_C100_TW1.txt,0,travel,25,14,c,39750497.0,30491334.0,1404.0,1406.5606666666667,0.45421320000000004,0.42655800000000005,0.92184,2.560666666666666,0.0,0.0,0.0,0.0,0,1,109.0,350.0
ESOGU_C100_TW1.txt,0,service,14,14,c,39750497.0,30491334.0,1451.0,1451.0,0.42655800000000005,0.42655800000000005,0.0,0.0,44.43933333333325,2.0,0.0,0.0,0,1,92.0,350.0
ESOGU_C100_TW1.txt,0,travel,14,4,c,39751816.0,30492367.0,1453.0,1454.0221111111111,0.42655800000000005,0.41551920000000003,0.36795999999999995,1.0221111111111107,0.0,0.0,0.0,0.0,0,1,92.0,350.0
ESOGU_C100_TW1.txt,0,service,4,4,c,39751816.0,30492367.0,1454.0221111111111,1454.0221111111111,0.41551920000000003,0.41551920000000003,0.0,0.0,0.0,2.0,0.0,0.0,0,1,77.0,350.0
ESOGU_C100_TW1.txt,0,travel,4,116,c,39753847.0,30488222.0,1456.0221111111111,1457.5552777777777,0.41551920000000003,0.398961,0.5519400000000001,1.533166666666667,0.0,0.0,0.0,0.0,0,1,77.0,350.0
ESOGU_C100_TW1.txt,0,service,116,116,c,39753847.0,30488222.0,1523.0,1523.0,0.398961,0.398961,0.0,0.0,65.44472222222225,1.6666666666666667,0.0,0.0,0,1,92.0,350.0
ESOGU_C100_TW1.txt,0,travel,116,66,c,39748210.0,30474900.0,1524.6666666666667,1529.852138888889,0.398961,0.34295790000000004,1.86677,5.185472222222222,0.0,0.0,0.0,0.0,0,1,92.0,350.0
ESOGU_C100_TW1.txt,0,service,66,66,c,39748210.0,30474900.0,1529.852138888889,1529.852138888889,0.34295790000000004,0.34295790000000004,0.0,0.0,0.0,3.0,0.0,0.0,0,1,109.0,350.0
ESOGU_C100_TW1.txt,0,travel,66,21,c,39749471.0,30489002.0,1532.852138888889,1537.3105,0.34295790000000004,0.29480760000000006,1.60501,4.458361111111111,0.0,0.0,0.0,0.0,0,1,109.0,350.0
